real_region	n_bins	null_chrom	null_start	p_combined
NEGCTL_3flanking_silent	850	chr11	120561200	1.2685e-28
NEGCTL_3flanking_silent	850	chr12	78602400	0.000128727
NEGCTL_3flanking_silent	850	chr12	107244400	0.678625
NEGCTL_3flanking_silent	850	chr3	29778000	0.550234
NEGCTL_3flanking_silent	850	chr2	101458200	0.021613
NEGCTL_3flanking_silent	850	chr9	39573800	0.675828
NEGCTL_3flanking_silent	850	chr10	124470800	0.807034
NEGCTL_3flanking_silent	850	chr7	20062600	0.766769
NEGCTL_3flanking_silent	850	chr18	4304600	0.733006
NEGCTL_3flanking_silent	850	chr2	53910000	0.535541
NEGCTL_3flanking_silent	850	chr4	8639600	0.696284
NEGCTL_3flanking_silent	850	chr1	189787800	0.796586
NEGCTL_3flanking_silent	850	chr10	59342400	1.4037e-13
NEGCTL_3flanking_silent	850	chr5	7513200	0.492033
NEGCTL_3flanking_silent	850	chr2	11430200	0.59771
NEGCTL_3flanking_silent	850	chr6	115865000	3.60036e-06
NEGCTL_3flanking_silent	850	chr11	8657400	0.376655
NEGCTL_3flanking_silent	850	chr3	154503600	0.554117
NEGCTL_3flanking_silent	850	chr6	44743600	0.642576
NEGCTL_3flanking_silent	850	chr7	24263600	0.651228
NEGCTL_3flanking_silent	850	chr2	2195000	1
NEGCTL_3flanking_silent	850	chr16	16396600	0.145857
NEGCTL_3flanking_silent	850	chr10	1370200	1
NEGCTL_3flanking_silent	850	chr10	44628800	0.498837
NEGCTL_3flanking_silent	850	chr7	80561000	2.92391e-05
NEGCTL_3flanking_silent	850	chr15	80145800	6.47531e-13
NEGCTL_3flanking_silent	850	chr4	36020800	0.945131
NEGCTL_3flanking_silent	850	chr4	51406400	0.415905
NEGCTL_3flanking_silent	850	chr10	112078000	0.0250735
NEGCTL_3flanking_silent	850	chr4	106574400	0.329968
NEGCTL_3flanking_silent	850	chr5	36931200	0.49235
NEGCTL_3flanking_silent	850	chr1	180365200	1
NEGCTL_3flanking_silent	850	chr7	124777200	0.85268
NEGCTL_3flanking_silent	850	chr2	130162000	0.42412
NEGCTL_3flanking_silent	850	chr1	62909600	0.861424
NEGCTL_3flanking_silent	850	chr17	13703400	0.00799137
CH_JH_iEmu	875	chr12	78229600	2.802e-68
CH_JH_iEmu	875	chr15	44820600	0.636787
CH_JH_iEmu	875	chr11	24236600	0.858386
CH_JH_iEmu	875	chr19	7477000	0.797424
CH_JH_iEmu	875	chr13	87060200	0.958876
CH_JH_iEmu	875	chr2	143190400	0.289528
CH_JH_iEmu	875	chr7	72928200	0.64888
CH_JH_iEmu	875	chr17	34189400	0.687753
CH_JH_iEmu	875	chr9	51781200	0.202527
CH_JH_iEmu	875	chr7	118428200	0.770772
CH_JH_iEmu	875	chr4	85925200	0.946829
CH_JH_iEmu	875	chr1	167721600	0.974945
CH_JH_iEmu	875	chr9	102736400	0.557093
CH_JH_iEmu	875	chr13	84379200	0.720978
CH_JH_iEmu	875	chr18	31870000	0.799581
CH_JH_iEmu	875	chr16	67376400	0.810749
CH_JH_iEmu	875	chr3	123484000	0.878731
CH_JH_iEmu	875	chr10	65070000	0.612717
CH_JH_iEmu	875	chr3	9071000	0.00221573
CH_JH_iEmu	875	chr11	111695200	0.623112
CH_JH_iEmu	875	chr18	65747000	0.348339
CH_JH_iEmu	875	chr5	135569200	0.0175306
CH_JH_iEmu	875	chr10	48325400	0.655432
CH_JH_iEmu	875	chr3	75425200	0.373559
CH_JH_iEmu	875	chr10	18667200	0.912654
CH_JH_iEmu	875	chr4	87670400	0.529958
CH_JH_iEmu	875	chr7	97491400	0.797979
CH_JH_iEmu	875	chr15	65730800	0.787704
CH_JH_iEmu	875	chr5	105306800	0.829333
CH_JH_iEmu	875	chr15	45111400	0.243653
CH_JH_iEmu	875	chr6	120623800	0.0466499
CH_JH_iEmu	875	chr5	37273800	0.648672
CH_JH_iEmu	875	chr2	122613000	0.0177336
CH_JH_iEmu	875	chr3	128426000	0.822572
CH_JH_iEmu	875	chr12	2586000	1
CH_JH_iEmu	875	chr9	58781800	0.523974
CH_JH_iEmu	875	chr12	84645800	0.107943
CH_JH_iEmu	875	chr7	74622000	0.403825
CH_JH_iEmu	875	chr2	102778600	0.318504
CH_JH_iEmu	875	chr2	79923200	0.366077
CH_JH_iEmu	875	chr10	85839200	7.20805e-10
CH_JH_iEmu	875	chr8	11895400	0.816695
CH_JH_iEmu	875	chr9	94121600	0.282051
CH_JH_iEmu	875	chr8	12440200	0.00733192
CH_JH_iEmu	875	chr5	85210800	0.519227
CH_JH_iEmu	875	chr1	68043000	0.865528
CH_JH_iEmu	875	chr3	69896600	0.452063
CH_JH_iEmu	875	chr7	142584600	0.00114896
CH_JH_iEmu	875	chr4	131675200	0.598572
CH_JH_iEmu	875	chr1	164975000	0.0508414
CH_JH_iEmu	875	chr5	44271200	0.182528
CH_JH_iEmu	875	chr9	15610800	0.0695126
CH_JH_iEmu	875	chr12	117523800	0.650341
CH_JH_iEmu	875	chr7	96511800	0.466222
CH_JH_iEmu	875	chr12	37975600	0.773659
CH_JH_iEmu	875	chr1	34038200	0.973059
CH_JH_iEmu	875	chr2	140262400	0.0131357
CH_JH_iEmu	875	chr7	104760800	0.649188
CH_JH_iEmu	875	chr3	142235600	0.0174864
CH_JH_iEmu	875	chr2	89751600	0.908094
CH_JH_iEmu	875	chr11	61566400	0.146488
CH_JH_iEmu	875	chr5	102645200	0.686204
CH_JH_iEmu	875	chr6	94777200	0.0330112
CH_JH_iEmu	875	chr2	21703200	0.765626
CH_JH_iEmu	875	chr18	32560800	0.0103928
CH_JH_iEmu	875	chr11	110381400	0.0595323
CH_JH_iEmu	875	chr4	119987600	1
CH_JH_iEmu	875	chr11	96395400	0.747205
CH_JH_iEmu	875	chr4	71133000	0.672476
CH_JH_iEmu	875	chr2	80744600	0.277699
CH_JH_iEmu	875	chr7	131148800	0.116326
CH_JH_iEmu	875	chr3	115203800	0.870147
CH_JH_iEmu	875	chr14	37769800	1
CH_JH_iEmu	875	chr3	73073600	0.965845
CH_JH_iEmu	875	chr13	103047400	0.553386
CH_JH_iEmu	875	chr11	79725800	0.000264322
CH_JH_iEmu	875	chr9	54737400	0.418517
CH_JH_iEmu	875	chr14	11939600	0.673204
CH_JH_iEmu	875	chr2	117151600	0.752766
CH_JH_iEmu	875	chr7	112835800	0.94833
CH_JH_iEmu	875	chr10	6132000	0.540571
CH_JH_iEmu	875	chr5	100227600	0.228574
CH_JH_iEmu	875	chr2	28546200	1
CH_JH_iEmu	875	chr14	99310800	0.97188
CH_JH_iEmu	875	chr17	17844400	0.684628
CH_JH_iEmu	875	chr14	42841800	1
CH_JH_iEmu	875	chr1	31953800	0.403431
CH_JH_iEmu	875	chr10	123892800	0.934844
CH_JH_iEmu	875	chr12	9198800	0.974233
CH_JH_iEmu	875	chr10	12607400	0.322697
CH_JH_iEmu	875	chr10	58540600	0.205841
CH_JH_iEmu	875	chr14	117016600	0.556029
CH_JH_iEmu	875	chr10	104748800	0.868933
CH_JH_iEmu	875	chr5	41493000	0.566863
CH_JH_iEmu	875	chr8	109508600	0.635092
CH_JH_iEmu	875	chr1	85180400	1
CH_JH_iEmu	875	chr15	1901000	1
CH_JH_iEmu	875	chr2	162254200	1
CH_JH_iEmu	875	chr8	40059800	0.0700803
CH_JH_iEmu	875	chr11	13856200	0.303031
CH_JH_iEmu	875	chr4	39512200	0.870002
CH_JH_iEmu	875	chr13	80219600	0.814563
CH_JH_iEmu	875	chr13	39142200	0.935089
CH_JH_iEmu	875	chr17	11069200	0.625042
CH_JH_iEmu	875	chr4	37562200	0.810749
CH_JH_iEmu	875	chr8	6730200	0.233092
CH_JH_iEmu	875	chr6	47043200	0.0101774
CH_JH_iEmu	875	chr12	97177400	0.538622
CH_JH_iEmu	875	chr5	31731600	0.00296933
CH_JH_iEmu	875	chr5	142899200	0.528244
CH_JH_iEmu	875	chr10	117591200	0.67075
CH_JH_iEmu	875	chr17	26079600	0.966353
CH_JH_iEmu	875	chr3	86488600	2.19229e-06
CH_JH_iEmu	875	chr7	8177600	0.644014
CH_JH_iEmu	875	chr19	9900000	0.751064
CH_JH_iEmu	875	chr13	105911600	1
CH_JH_iEmu	875	chr16	21764800	0.613039
CH_JH_iEmu	875	chr8	115581000	0.0663653
CH_JH_iEmu	875	chr5	5767400	0.0924875
CH_JH_iEmu	875	chr9	96293600	0.597658
CH_JH_iEmu	875	chr6	130923000	0.30094
CH_JH_iEmu	875	chr13	12025400	0.816947
CH_JH_iEmu	875	chr4	3319600	0.00174138
CH_JH_iEmu	875	chr4	145307600	0.166369
CH_JH_iEmu	875	chr2	14170000	0.427671
CH_JH_iEmu	875	chr2	150212800	0.817696
CH_JH_iEmu	875	chr3	58924800	0.351996
CH_JH_iEmu	875	chr16	58855000	0.744077
CH_JH_iEmu	875	chr3	46400800	0.340799
CH_JH_iEmu	875	chr12	37294200	0.717295
CH_JH_iEmu	875	chr18	46107400	0.563489
CH_JH_iEmu	875	chr2	90353600	0.489582
CH_JH_iEmu	875	chr1	34704600	0.873668
CH_JH_iEmu	875	chr2	43781000	0.0834948
CH_JH_iEmu	875	chr11	118122600	1
CH_JH_iEmu	875	chr10	18247600	0.006956
CH_JH_iEmu	875	chr11	92087600	0.705533
CH_JH_iEmu	875	chr3	93667000	0.0711096
CH_JH_iEmu	875	chr12	5675600	0.817169
CH_JH_iEmu	875	chr13	86794000	0.867408
CH_JH_iEmu	875	chr2	77723400	0.736796
CH_JH_iEmu	875	chr17	13550400	0.97543
CH_JH_iEmu	875	chr6	145610600	0.0164562
CH_JH_iEmu	875	chr10	40636200	0.000192823
CH_JH_iEmu	875	chr9	38799600	0.576016
CH_JH_iEmu	875	chr5	144364800	0.00010773
CH_JH_iEmu	875	chr17	46174800	0.638174
CH_JH_iEmu	875	chr8	4545400	5.07856e-07
CH_JH_iEmu	875	chr9	103984000	0.866772
CH_JH_iEmu	875	chr2	20292200	0.81744
CH_JH_iEmu	875	chr7	2973800	1.20061e-06
CH_JH_iEmu	875	chr14	118392000	0.789916
CH_JH_iEmu	875	chr17	69615800	0.642156
CH_JH_iEmu	875	chr10	104518600	0.962134
CH_JH_iEmu	875	chr12	100975000	0.907727
CH_JH_iEmu	875	chr2	4039400	0.787734
CH_JH_iEmu	875	chr15	26181000	0.214771
CH_JH_iEmu	875	chr4	122992400	0.8464
CH_JH_iEmu	875	chr8	97989800	0.221574
CH_JH_iEmu	875	chr16	59350800	0.0505171
CH_JH_iEmu	875	chr14	36365600	0.528139
CH_JH_iEmu	875	chr6	61697200	0.591825
CH_JH_iEmu	875	chr7	17026000	0.313478
CH_JH_iEmu	875	chr16	62643800	0.1609
CH_JH_iEmu	875	chr7	77508800	1
CH_JH_iEmu	875	chr4	40407400	0.0696245
CH_JH_iEmu	875	chr13	99501000	0.360867
CH_JH_iEmu	875	chr2	148693800	0.522135
CH_JH_iEmu	875	chr1	93127800	0.374014
CH_JH_iEmu	875	chr2	106902000	0.376434
CH_JH_iEmu	875	chr15	33243600	0.0466149
CH_JH_iEmu	875	chr2	55576000	1
CH_JH_iEmu	875	chr17	55114600	0.869332
CH_JH_iEmu	875	chr5	25603400	0.0121148
CH_JH_iEmu	875	chr3	72840200	0.188972
CH_JH_iEmu	875	chr1	24549800	3.86273e-08
CH_JH_iEmu	875	chr1	37871200	0.755693
CH_JH_iEmu	875	chr1	36050600	0.817404
CH_JH_iEmu	875	chr14	63535400	0.343074
CH_JH_iEmu	875	chr6	121851800	0.971227
CH_JH_iEmu	875	chr10	42621200	0.810417
CH_JH_iEmu	875	chr16	77652200	0.792826
CH_JH_iEmu	875	chr1	165503200	0.798611
CH_JH_iEmu	875	chr3	139876200	0.81401
CH_JH_iEmu	875	chr4	36655800	0.127119
CH_JH_iEmu	875	chr14	116711800	0.813583
CH_JH_iEmu	875	chr1	81395400	0.0289019
CH_JH_iEmu	875	chr6	138679600	0.908094
CH_JH_iEmu	875	chr2	94596600	1
CH_JH_iEmu	875	chr15	11338200	0.699947
CH_JH_iEmu	875	chr17	7541400	0.759971
CH_JH_iEmu	875	chr2	150307800	3.0684e-09
CH_JH_iEmu	875	chr17	77591000	0.648503
CH_JH_iEmu	875	chr19	19943400	0.877925
CH_JH_iEmu	875	chr12	95033400	0.374353
CH_JH_iEmu	875	chr9	76688000	0.185877
CH_JH_iEmu	875	chr2	142018000	0.794609
CH_JH_iEmu	875	chr8	43534600	0.165615
CH_JH_iEmu	875	chr15	52754600	0.73935
CH_JH_iEmu	875	chr7	114484200	4.48123e-05
CH_JH_iEmu	875	chr9	48637000	0.652003
CH_JH_iEmu	875	chr4	9582000	0.462971
CH_JH_iEmu	875	chr10	20578600	0.227054
CH_JH_iEmu	875	chr7	86403200	0.841113
CH_JH_iEmu	875	chr6	35825000	0.471052
CH_JH_iEmu	875	chr6	110376000	0.800538
CH_JH_iEmu	875	chr6	48752600	0.421641
CH_JH_iEmu	875	chr11	28805400	0.830256
CH_JH_iEmu	875	chr18	27400000	0.533492
CH_JH_iEmu	875	chr17	81077400	0.002997
CH_JH_iEmu	875	chr5	72182200	0.580775
CH_JH_iEmu	875	chr8	123252200	0.0844982
CH_JH_iEmu	875	chr9	104419800	0.736098
CH_JH_iEmu	875	chr12	65048600	0.000496128
CH_JH_iEmu	875	chr9	66802400	0.757582
CH_JH_iEmu	875	chr5	28719400	0.879463
CH_JH_iEmu	875	chr3	117017600	0.404708
CH_JH_iEmu	875	chr11	60400400	9.34342e-05
CH_JH_iEmu	875	chr2	154535600	0.974233
CH_JH_iEmu	875	chr14	78731600	0.000101631
CH_JH_iEmu	875	chr13	12638000	0.575822
CH_JH_iEmu	875	chr2	95279800	0.860053
CH_JH_iEmu	875	chr2	168258400	0.332728
CH_JH_iEmu	875	chr18	16304200	0.591825
CH_JH_iEmu	875	chr14	98412600	0.268346
CH_JH_iEmu	875	chr12	118645200	0.872038
CH_JH_iEmu	875	chr18	71983800	0.649042
CH_JH_iEmu	875	chr4	112647800	0.00307388
CH_JH_iEmu	875	chr2	105635000	0.000100548
CH_JH_iEmu	875	chr14	23330200	0.202111
CH_JH_iEmu	875	chr8	21703800	0.971456
CH_JH_iEmu	875	chr14	60892400	0.0470023
CH_JH_iEmu	875	chr8	58947400	0.692106
CH_JH_iEmu	875	chr13	109460400	0.563377
CH_JH_iEmu	875	chr10	102289600	0.391966
CH_JH_iEmu	875	chr14	17225600	0.0637235
CH_JH_iEmu	875	chr2	168702400	0.525424
CH_JH_iEmu	875	chr2	131237800	0.774216
CH_JH_iEmu	875	chr9	11002200	0.952364
CH_JH_iEmu	875	chr7	134042000	0.871705
CH_JH_iEmu	875	chr11	93068000	0.39412
CH_JH_iEmu	875	chr5	110731800	0.872503
CH_JH_iEmu	875	chr13	106266600	1
CH_JH_iEmu	875	chr4	123342800	0.867243
CH_JH_iEmu	875	chr5	54688000	0.786181
CH_JH_iEmu	875	chr3	152108200	0.013254
CH_JH_iEmu	875	chr17	14193600	0.509991
CH_JH_iEmu	875	chr7	105126000	0.706928
CH_JH_iEmu	875	chr13	46050200	0.0217633
CH_JH_iEmu	875	chr8	121834600	0.144862
CH_JH_iEmu	875	chr12	111787600	0.975134
CH_JH_iEmu	875	chr10	18887600	0.0121228
CH_JH_iEmu	875	chr19	22900600	0.426854
CH_JH_iEmu	875	chr11	103002600	1.24934e-13
CH_JH_iEmu	875	chr2	172269000	0.706211
CH_JH_iEmu	875	chr15	91055800	0.551046
CH_JH_iEmu	875	chr2	116695000	0.0143435
CH_JH_iEmu	875	chr14	6345800	1
CH_JH_iEmu	875	chr1	134725000	0.19369
CH_JH_iEmu	875	chr7	104072600	0.539315
CH_JH_iEmu	875	chr5	123920000	0.374353
CH_JH_iEmu	875	chr7	45833600	0.414367
CH_JH_iEmu	875	chr5	66475600	0.260568
CH_JH_iEmu	875	chr17	70023800	0.965308
CH_JH_iEmu	875	chr2	141951600	1
CH_JH_iEmu	875	chr19	4920600	0.264491
CH_JH_iEmu	875	chr5	131257200	0.921195
CH_JH_iEmu	875	chr15	5799600	0.358853
CH_JH_iEmu	875	chr19	6857000	0.925435
CH_JH_iEmu	875	chr9	19199200	0.793949
CH_JH_iEmu	875	chr2	122641400	0.015298
CH_JH_iEmu	875	chr1	172985000	0.554118
CH_JH_iEmu	875	chr4	71205600	0.736352
CH_JH_iEmu	875	chr12	19309000	0.527508
CH_JH_iEmu	875	chr3	4965600	0.794609
CH_JH_iEmu	875	chr9	110919200	0.892229
CH_JH_iEmu	875	chr1	2006200	1
CH_JH_iEmu	875	chr1	1493600	1
CH_JH_iEmu	875	chr14	120272400	0.956949
CH_JH_iEmu	875	chr4	124515400	0.420168
CH_JH_iEmu	875	chr15	25540000	0.962841
CH_JH_iEmu	875	chr12	6895200	0.662153
CH_JH_iEmu	875	chr17	12539600	0.00241925
CH_JH_iEmu	875	chr11	92022000	0.534711
CH_JH_iEmu	875	chr15	45739600	0.368504
CH_JH_iEmu	875	chr3	6302800	0.64969
CH_JH_iEmu	875	chr2	125093000	0.73155
CH_JH_iEmu	875	chr13	60468800	0.0906829
CH_JH_iEmu	875	chr9	12939800	0.951041
CH_JH_iEmu	875	chr3	135842000	0.672993
CH_JH_iEmu	875	chr13	6510200	0.164463
CH_JH_iEmu	875	chr4	29716000	0.858753
CH_JH_iEmu	875	chr11	63163600	0.781934
CH_JH_iEmu	875	chr14	121299000	0.790303
CH_JH_iEmu	875	chr1	15688800	0.953676
CH_JH_iEmu	875	chr1	120968200	0.44903
CH_JH_iEmu	875	chr16	44648800	3.73351e-11
CH_JH_iEmu	875	chr3	111852400	0.934844
CH_JH_iEmu	875	chr2	137962600	0.453893
CH_JH_iEmu	875	chr19	11135200	0.531059
CH_JH_iEmu	875	chr7	77483800	0.869138
CH_JH_iEmu	875	chr9	97780000	0.975197
CH_JH_iEmu	875	chr18	13498800	0.0435668
CH_JH_iEmu	875	chr5	64633600	0.635178
CH_JH_iEmu	875	chr11	70391800	0.291491
CH_JH_iEmu	875	chr9	55359600	0.399943
CH_JH_iEmu	875	chr2	169709200	0.816649
CH_JH_iEmu	875	chr10	90548400	0.857589
CH_JH_iEmu	875	chr10	51679800	0.496958
CH_JH_iEmu	875	chr2	174523800	0.966835
CH_JH_iEmu	875	chr4	21809800	0.000771819
CH_JH_iEmu	875	chr5	92580800	0.142508
CH_JH_iEmu	875	chr9	119623800	0.330037
CH_JH_iEmu	875	chr7	60775800	0.173359
CH_JH_iEmu	875	chr3	150676600	1
CH_JH_iEmu	875	chr5	88254600	0.771257
CH_JH_iEmu	875	chr1	58413200	0.209098
CH_JH_iEmu	875	chr10	55586200	0.573331
CH_JH_iEmu	875	chr4	15200200	0.371795
CH_JH_iEmu	875	chr8	73776800	0.724489
CH_JH_iEmu	875	chr11	66663600	0.348036
CH_JH_iEmu	875	chr9	80917000	0.304335
CH_JH_iEmu	875	chr5	38720600	0.443065
CH_JH_iEmu	875	chr8	100812800	0.658874
CH_JH_iEmu	875	chr7	76297400	0.0937534
CH_JH_iEmu	875	chr6	92872400	0.248666
CH_JH_iEmu	875	chr10	104339000	0.575298
CH_JH_iEmu	875	chr16	70707600	0.625792
CH_JH_iEmu	875	chr17	79954200	0.168017
CH_JH_iEmu	875	chr8	64219000	0.672993
CH_JH_iEmu	875	chr12	30677200	0.0111347
CH_JH_iEmu	875	chr15	33940000	0.243854
CH_JH_iEmu	875	chr10	8129600	0.564965
CH_JH_iEmu	875	chr1	22635400	0.79701
CH_JH_iEmu	875	chr15	85186600	0.135911
CH_JH_iEmu	875	chr4	8776000	0.0098166
CH_JH_iEmu	875	chr5	73503600	0.77532
CH_JH_iEmu	875	chr5	26246000	0.440598
CH_JH_iEmu	875	chr13	106391400	0.87237
CH_JH_iEmu	875	chr15	1995000	1
CH_JH_iEmu	875	chr15	42041400	0.127282
CH_JH_iEmu	875	chr3	60830200	0.456111
CH_JH_iEmu	875	chr14	81598200	0.594428
CH_JH_iEmu	875	chr6	18714000	7.26708e-09
CH_JH_iEmu	875	chr18	8756400	0.97548
CH_JH_iEmu	875	chr12	119395200	0.052629
CH_JH_iEmu	875	chr5	117112000	1
CH_JH_iEmu	875	chr11	82221400	0.854636
CH_JH_iEmu	875	chr6	138623200	0.970986
CH_JH_iEmu	875	chr1	125200800	0.354023
CH_JH_iEmu	875	chr3	119254400	1
CH_JH_iEmu	875	chr3	83719600	0.875125
CH_JH_iEmu	875	chr3	68247000	0.602587
CH_JH_iEmu	875	chr19	49932200	0.878731
CH_JH_iEmu	875	chr8	25858000	0.00993982
CH_JH_iEmu	875	chr19	51504000	0.863085
CH_JH_iEmu	875	chr2	92813600	0.849566
CH_JH_iEmu	875	chr2	152411400	0.00835068
CH_JH_iEmu	875	chr7	110310200	0.113406
CH_JH_iEmu	875	chr10	119804200	0.447329
CH_JH_iEmu	875	chr3	24975800	0.468853
CH_JH_iEmu	875	chr17	87002800	0.168785
CH_JH_iEmu	875	chr4	8654600	0.0878373
CH_JH_iEmu	875	chr5	29558000	0.503544
CH_JH_iEmu	875	chr14	61091000	0.339416
CH_JH_iEmu	875	chr10	3693600	0.0405461
CH_JH_iEmu	875	chr4	131720400	0.836973
CH_JH_iEmu	875	chr9	103337400	0.800811
CH_JH_iEmu	875	chr9	50162000	0.526848
CH_JH_iEmu	875	chr13	80778400	0.00022616
CH_JH_iEmu	875	chr1	139478800	0.00180113
CH_JH_iEmu	875	chr8	47959800	0.649766
CH_JH_iEmu	875	chr5	140712600	0.64763
CH_JH_iEmu	875	chr10	109362800	0.814881
CH_JH_iEmu	875	chr13	81976200	1
CH_JH_iEmu	875	chr10	111136400	0.867978
CH_JH_iEmu	875	chr17	29109200	0.642343
CH_JH_iEmu	875	chr15	61344800	0.267429
CH_JH_iEmu	875	chr5	88057800	1
CH_JH_iEmu	875	chr8	63078800	0.632955
CH_JH_iEmu	875	chr2	5479000	0.00351955
CH_JH_iEmu	875	chr17	36766600	0.0318669
CH_JH_iEmu	875	chr9	50288800	0.204358
CH_JH_iEmu	875	chr5	28160800	0.0681524
CH_JH_iEmu	875	chr3	41761600	0.109602
CH_JH_iEmu	875	chr17	3703000	0.03512
CH_JH_iEmu	875	chr7	61632600	0.962841
CH_JH_iEmu	875	chr14	38219600	0.802442
CH_JH_iEmu	875	chr1	80778200	0.0201215
CH_JH_iEmu	875	chr11	34304200	0.815294
CH_JH_iEmu	875	chr9	87440800	0.571677
CH_JH_iEmu	875	chr9	121501600	0.15773
CH_JH_iEmu	875	chr10	125955000	0.521211
CH_JH_iEmu	875	chr17	72383800	0.532234
CH_JH_iEmu	875	chr13	34424600	0.332538
CH_JH_iEmu	875	chr16	8696400	0.964741
CH_JH_iEmu	875	chr13	13848400	0.4181
CH_JH_iEmu	875	chr7	93602800	0.512027
CH_JH_iEmu	875	chr9	69406600	0.354956
CH_JH_iEmu	875	chr18	10187400	0.200235
CH_JH_iEmu	875	chr5	146827800	0.833913
CH_JH_iEmu	875	chr13	115370200	0.796757
CH_JH_iEmu	875	chr6	110450200	0.841437
CH_JH_iEmu	875	chr2	54226800	0.30949
CH_JH_iEmu	875	chr12	6109400	0.601919
CH_JH_iEmu	875	chr10	113296200	0.14384
CH_JH_iEmu	875	chr10	43371600	0.872541
CH_JH_iEmu	875	chr7	141177400	0.882747
CH_JH_iEmu	875	chr12	78519400	3.22227e-05
CH_JH_iEmu	875	chr8	10906000	0.527732
CH_JH_iEmu	875	chr12	32200800	0.661599
CH_JH_iEmu	875	chr15	93345800	0.720051
CH_JH_iEmu	875	chr1	10618400	0.306892
CH_JH_iEmu	875	chr1	72318400	0.232302
CH_JH_iEmu	875	chr2	168511800	0.879682
CH_JH_iEmu	875	chr11	82966000	0.000115869
CH_JH_iEmu	875	chr12	3213600	0.784832
CH_JH_iEmu	875	chr13	103427200	0.0471938
CH_JH_iEmu	875	chr12	46960000	0.14204
CH_JH_iEmu	875	chr4	8014400	0.955037
CH_JH_iEmu	875	chr9	30844200	0.297468
CH_JH_iEmu	875	chr1	167683400	0.58636
CH_JH_iEmu	875	chr10	33832600	0.109647
CH_JH_iEmu	875	chr1	131665800	0.543514
CH_JH_iEmu	875	chr6	105046800	0.445809
CH_JH_iEmu	875	chr11	107957400	1
CH_JH_iEmu	875	chr4	66123000	0.810076
CH_JH_iEmu	875	chr6	127785400	0.000653768
CH_JH_iEmu	875	chr15	92493400	0.226335
CH_JH_iEmu	875	chr14	36586000	0.152455
CH_JH_iEmu	875	chr6	17792400	0.201296
CH_JH_iEmu	875	chr16	26767200	0.236289
CH_JH_iEmu	875	chr3	107999400	0.563704
CH_JH_iEmu	875	chr5	14327800	0.646893
CH_JH_iEmu	875	chr11	51911200	0.963968
CH_JH_iEmu	875	chr19	47670400	0.0101774
CH_JH_iEmu	875	chr5	116193000	0.0789707
CH_JH_iEmu	875	chr2	75014800	0.537807
CH_JH_iEmu	875	chr14	22818200	0.00537901
CH_JH_iEmu	875	chr11	119321000	0.75615
CH_JH_iEmu	875	chr14	9953600	3.91279e-08
CH_JH_iEmu	875	chr17	36343800	0.0362557
CH_JH_iEmu	875	chr10	45114200	0.0433969
CH_JH_iEmu	875	chr6	20308600	0.416091
CH_JH_iEmu	875	chr1	67803400	0.97188
CH_JH_iEmu	875	chr1	40091600	0.127487
CH_JH_iEmu	875	chr7	138620600	0.623267
CH_JH_iEmu	875	chr5	94893400	1
CH_JH_iEmu	875	chr7	126540600	0.706906
CH_JH_iEmu	875	chr13	59419800	0.975026
CH_JH_iEmu	875	chr5	82349800	0.866766
CH_JH_iEmu	875	chr16	39258600	0.872406
CH_JH_iEmu	875	chr5	35494400	0.426978
CH_JH_iEmu	875	chr17	29055600	0.150435
CH_JH_iEmu	875	chr13	63132400	1.36484e-06
CH_JH_iEmu	875	chr14	76559400	0.932179
CH_JH_iEmu	875	chr5	97903600	0.162288
CH_JH_iEmu	875	chr4	46137400	0.654371
CH_JH_iEmu	875	chr3	52148000	0.00236345
CH_JH_iEmu	875	chr16	1191200	1
CH_JH_iEmu	875	chr8	36775600	0.41009
CH_JH_iEmu	875	chr12	69238400	0.124684
CH_JH_iEmu	875	chr7	114289000	0.179385
CH_JH_iEmu	875	chr10	122992600	0.00284974
CH_JH_iEmu	875	chr11	119576800	0.935762
CH_JH_iEmu	875	chr12	79196400	0.650465
CH_JH_iEmu	875	chr12	107968400	0.0912768
CH_JH_iEmu	875	chr3	29466000	0.967291
CH_JH_iEmu	875	chr2	100730400	0.96957
CH_JH_iEmu	875	chr9	41470000	0.0221173
CH_JH_iEmu	875	chr10	123943800	0.946575
CH_JH_iEmu	875	chr7	20172800	1
CH_JH_iEmu	875	chr18	5342800	0.778148
CH_JH_iEmu	875	chr2	52881400	0.762228
CH_JH_iEmu	875	chr4	6450600	0.169258
CH_JH_iEmu	875	chr1	189747000	1
CH_JH_iEmu	875	chr10	59415800	0.881711
CH_JH_iEmu	875	chr5	8879200	0.0975582
CH_JH_iEmu	875	chr2	10314000	0.239061
CH_JH_iEmu	875	chr6	114369200	0.974854
CH_JH_iEmu	875	chr11	7784400	0.784404
CH_JH_iEmu	875	chr3	155845600	0.45972
CH_JH_iEmu	875	chr6	47110400	0.264501
CH_JH_iEmu	875	chr7	23768800	0.00190493
CH_JH_iEmu	875	chr2	599800	1
CH_JH_iEmu	875	chr16	17859400	2.25684e-06
CH_JH_iEmu	875	chr10	2181400	1
CH_JH_iEmu	875	chr10	44039800	0.054909
CH_JH_iEmu	875	chr7	78871600	0.418574
CH_JH_iEmu	875	chr15	81710000	0.817445
CH_JH_iEmu	875	chr4	36428000	0.733664
CH_JH_iEmu	875	chr4	49602000	0.124175
CH_JH_iEmu	875	chr10	110763400	0.105857
CH_JH_iEmu	875	chr4	105991000	0.367376
