real_region	n_bins	null_chrom	null_start	p_combined
Vbeta_cluster_main	1250	chr16	49639800	0.055958
Vbeta_cluster_main	1250	chr15	55490400	0.00684561
Vbeta_cluster_main	1250	chr3	7008600	1
Vbeta_cluster_main	1250	chr4	35944400	1
Vbeta_cluster_main	1250	chr14	31428000	0.711858
Vbeta_cluster_main	1250	chr7	41194000	1
Vbeta_cluster_main	1250	chr6	7406200	1
Vbeta_cluster_main	1250	chr8	114896800	0.909035
Vbeta_cluster_main	1250	chr15	10740400	1
Vbeta_cluster_main	1250	chr1	78918000	1
Vbeta_cluster_main	1250	chr2	168242600	1
Vbeta_cluster_main	1250	chr15	82773000	0.445674
Vbeta_cluster_main	1250	chr19	54764200	1
Vbeta_cluster_main	1250	chr12	69692000	0.0242727
Vbeta_cluster_main	1250	chr9	96517600	0.00784692
Vbeta_cluster_main	1250	chr12	88132400	1
Vbeta_cluster_main	1250	chr8	17565000	1
Vbeta_cluster_main	1250	chr10	125770400	1
Vbeta_cluster_main	1250	chr7	124357400	1
Vbeta_cluster_main	1250	chr6	102697000	1
Vbeta_cluster_main	1250	chr4	100127600	1
Vbeta_cluster_main	1250	chr2	78765800	0.399426
Vbeta_cluster_main	1250	chr7	69710600	1
Vbeta_cluster_main	1250	chr4	53043800	0.483998
Vbeta_cluster_main	1250	chr6	54744400	2.70611e-11
Vbeta_cluster_main	1250	chr5	66100000	1
Vbeta_cluster_main	1250	chr11	46074200	0.000106625
Vbeta_cluster_main	1250	chr5	120036200	1
Vbeta_cluster_main	1250	chr17	89789400	1
Vbeta_cluster_main	1250	chr10	100142000	0.599774
Vbeta_cluster_main	1250	chr8	42370800	1
Vbeta_cluster_main	1250	chr15	50772800	0.923445
Vbeta_cluster_main	1250	chr12	78382400	0.00240736
Vbeta_cluster_main	1250	chr8	98613600	1
Vbeta_cluster_main	1250	chr5	95960600	8.01886e-08
Vbeta_cluster_main	1250	chr13	4495000	1
Vbeta_cluster_main	1250	chr11	24600600	1
Vbeta_cluster_main	1250	chr16	89882200	2.47343e-13
Vbeta_cluster_main	1250	chr14	16922200	1
Vbeta_cluster_main	1250	chr2	113065600	1
Vbeta_cluster_main	1250	chr2	131624000	1
Vbeta_cluster_main	1250	chr17	68165600	1
Vbeta_cluster_main	1250	chr18	12614800	0.292118
Vbeta_cluster_main	1250	chr12	48821600	1
Vbeta_cluster_main	1250	chr12	71143000	0.886585
Vbeta_cluster_main	1250	chr12	111204800	0.268437
Vbeta_cluster_main	1250	chr4	147535000	1.12108e-07
Vbeta_cluster_main	1250	chr14	6410200	1
Vbeta_cluster_main	1250	chr14	12232400	0.321632
Vbeta_cluster_main	1250	chr3	21100800	1
Vbeta_cluster_main	1250	chr14	70479400	0.711768
Vbeta_cluster_main	1250	chr10	88167600	0.547083
Vbeta_cluster_main	1250	chr13	63110800	0.00143109
Vbeta_cluster_main	1250	chr12	61741200	1
Vbeta_cluster_main	1250	chr14	61677800	1
Vbeta_cluster_main	1250	chr17	79528600	0.00551801
Vbeta_cluster_main	1250	chr2	22033000	1
Vbeta_cluster_main	1250	chr2	88536000	1
Vbeta_cluster_main	1250	chr7	95150400	1
Vbeta_cluster_main	1250	chr12	25275600	1
Vbeta_cluster_main	1250	chr5	101785200	1
Vbeta_cluster_main	1250	chr16	79588400	1
Vbeta_cluster_main	1250	chr4	119291000	0.292118
Vbeta_cluster_main	1250	chr6	79418600	1
Vbeta_cluster_main	1250	chr3	50246800	4.38037e-06
Vbeta_cluster_main	1250	chr2	15824400	1
Vbeta_cluster_main	1250	chr7	135609000	1
Vbeta_cluster_main	1250	chr6	19155000	1
Vbeta_cluster_main	1250	chr8	94041600	0.0497305
Vbeta_cluster_main	1250	chr17	34081600	0.666078
Vbeta_cluster_main	1250	chr10	101312800	1
Vbeta_cluster_main	1250	chr6	97269000	4.09026e-05
Vbeta_cluster_main	1250	chr11	119999400	1
Vbeta_cluster_main	1250	chr18	38554800	0.690366
Vbeta_cluster_main	1250	chr15	12450000	0.239237
Vbeta_cluster_main	1250	chr9	15392800	1
Vbeta_cluster_main	1250	chr14	15630400	1
Vbeta_cluster_main	1250	chr11	66427800	1
Vbeta_cluster_main	1250	chr7	2319200	1
Vbeta_cluster_main	1250	chr15	45075000	1
Vbeta_cluster_main	1250	chr7	43225600	1
Vbeta_cluster_main	1250	chr7	2356400	1
Vbeta_cluster_main	1250	chr17	28678400	0.899399
Vbeta_cluster_main	1250	chr12	65224600	1
Vbeta_cluster_main	1250	chr19	6903200	0.676069
Vbeta_cluster_main	1250	chr16	66759600	1
Vbeta_cluster_main	1250	chr15	29770000	1
Vbeta_cluster_main	1250	chr2	121107000	0.931455
Vbeta_cluster_main	1250	chr9	124105200	0.000153133
Vbeta_cluster_main	1250	chr9	77210000	1
Vbeta_cluster_main	1250	chr16	9119800	1
Vbeta_cluster_main	1250	chr1	47992800	1
Vbeta_cluster_main	1250	chr2	44221800	0.780943
Vbeta_cluster_main	1250	chr12	96552600	1
Vbeta_cluster_main	1250	chr17	18742000	0.491219
Vbeta_cluster_main	1250	chr9	112863400	1
Vbeta_cluster_main	1250	chr1	7607600	0.909035
Vbeta_cluster_main	1250	chr1	160140600	0.00205461
Vbeta_cluster_main	1250	chr12	72306400	0.324586
Vbeta_cluster_main	1250	chr4	44995800	0.925722
Vbeta_cluster_main	1250	chr1	165370800	0.00201589
Vbeta_cluster_main	1250	chr12	110820200	0.374712
Vbeta_cluster_main	1250	chr11	99692400	1
Vbeta_cluster_main	1250	chr1	163229800	1
Vbeta_cluster_main	1250	chr3	18142800	1
Vbeta_cluster_main	1250	chr10	16546000	1
Vbeta_cluster_main	1250	chr13	65564200	1
Vbeta_cluster_main	1250	chr15	65129000	1
Vbeta_cluster_main	1250	chr3	116907600	1
Vbeta_cluster_main	1250	chr3	2562800	1
Vbeta_cluster_main	1250	chr11	33095000	1
Vbeta_cluster_main	1250	chr19	45916800	0.955681
Vbeta_cluster_main	1250	chr1	119492800	0.00417307
Vbeta_cluster_main	1250	chr14	607400	1
Vbeta_cluster_main	1250	chr16	4143800	0.464604
Vbeta_cluster_main	1250	chr11	50093800	0.239237
Vbeta_cluster_main	1250	chr2	31797000	1
Vbeta_cluster_main	1250	chr3	156446600	1
Vbeta_cluster_main	1250	chr7	79023000	1
Vbeta_cluster_main	1250	chr9	97209400	1
Vbeta_cluster_main	1250	chr14	55481200	0.676069
Vbeta_cluster_main	1250	chr18	13050200	1
Vbeta_cluster_main	1250	chr5	63241800	1
Vbeta_cluster_main	1250	chr11	70087800	1
Vbeta_cluster_main	1250	chr9	55316600	0.406076
Vbeta_cluster_main	1250	chr2	170622600	0.676069
Vbeta_cluster_main	1250	chr10	90207200	1
Vbeta_cluster_main	1250	chr10	52801200	1
Vbeta_cluster_main	1250	chr2	176744400	0.957181
Vbeta_cluster_main	1250	chr4	21162000	1
Vbeta_cluster_main	1250	chr5	93311800	1
Vbeta_cluster_main	1250	chr9	120193400	1
Vbeta_cluster_main	1250	chr7	59584000	1
Vbeta_cluster_main	1250	chr3	151321600	1
Vbeta_cluster_main	1250	chr5	89052400	1
Vbeta_cluster_main	1250	chr1	58467800	0.00281015
Vbeta_cluster_main	1250	chr10	54785800	1
Vbeta_cluster_main	1250	chr4	15202400	1
Vbeta_cluster_main	1250	chr8	73728800	1
Vbeta_cluster_main	1250	chr11	66503800	1
Vbeta_cluster_main	1250	chr9	80637200	1
Vbeta_cluster_main	1250	chr5	37303800	1
Vbeta_cluster_main	1250	chr8	101513600	1
Vbeta_cluster_main	1250	chr7	76908600	1
Vbeta_cluster_main	1250	chr6	93661200	1
Vbeta_cluster_main	1250	chr10	105377600	0.723908
Vbeta_cluster_main	1250	chr16	71989200	1
Vbeta_cluster_main	1250	chr17	80196400	0.552151
Vbeta_cluster_main	1250	chr8	64956600	1
Vbeta_cluster_main	1250	chr12	29588600	1
Vbeta_cluster_main	1250	chr15	32576200	1
Vbeta_cluster_main	1250	chr10	5814400	1
Vbeta_cluster_main	1250	chr1	22678000	1
Vbeta_cluster_main	1250	chr15	85194000	0.871784
Vbeta_cluster_main	1250	chr4	9135400	1
Vbeta_cluster_main	1250	chr5	74214800	0.000463714
Vbeta_cluster_main	1250	chr5	26188200	1
Vbeta_cluster_main	1250	chr13	2248800	1
Vbeta_cluster_main	1250	chr15	72892400	1.19068e-12
Vbeta_cluster_main	1250	chr6	127705000	1
Vbeta_cluster_main	1250	chr3	38216000	0.491219
Vbeta_cluster_main	1250	chr2	108985800	0.00350826
Vbeta_cluster_main	1250	chr6	74791800	1
Vbeta_cluster_main	1250	chr19	58043800	0.588078
Vbeta_cluster_main	1250	chr12	51144400	0.829065
Vbeta_cluster_main	1250	chr11	37722800	1
Vbeta_cluster_main	1250	chr11	91519000	1
Vbeta_cluster_main	1250	chr9	48428600	1
Vbeta_cluster_main	1250	chr1	131972000	1
Vbeta_cluster_main	1250	chr8	27419000	1
Vbeta_cluster_main	1250	chr3	113317800	1
Vbeta_cluster_main	1250	chr15	17754400	1
Vbeta_cluster_main	1250	chr19	58414800	0.239237
Vbeta_cluster_main	1250	chr15	57461400	1
Vbeta_cluster_main	1250	chr19	39694600	1
Vbeta_cluster_main	1250	chr7	21063200	1
Vbeta_cluster_main	1250	chr6	49162000	0.233531
Vbeta_cluster_main	1250	chr13	9687000	1
Vbeta_cluster_main	1250	chr7	69908000	1
Vbeta_cluster_main	1250	chr2	85667800	1
Vbeta_cluster_main	1250	chr3	39477600	1
Vbeta_cluster_main	1250	chr1	177118200	0.00693357
Vbeta_cluster_main	1250	chr4	30531400	1
Vbeta_cluster_main	1250	chr10	38203400	1
Vbeta_cluster_main	1250	chr14	89808600	1
Vbeta_cluster_main	1250	chr2	89791800	1
Vbeta_cluster_main	1250	chr4	130944400	1
Vbeta_cluster_main	1250	chr9	104655200	1
Vbeta_cluster_main	1250	chr9	50746600	0.0025795
Vbeta_cluster_main	1250	chr13	80719000	0.0365855
Vbeta_cluster_main	1250	chr1	141242800	1
Vbeta_cluster_main	1250	chr8	47273400	0.491573
Vbeta_cluster_main	1250	chr5	141057200	1
Vbeta_cluster_main	1250	chr10	109613200	1
Vbeta_cluster_main	1250	chr13	82737200	1
Vbeta_cluster_main	1250	chr10	111072200	1
Vbeta_cluster_main	1250	chr17	29052800	0.055958
Vbeta_cluster_main	1250	chr15	60807600	1
Vbeta_cluster_main	1250	chr5	88521000	0.773086
Vbeta_cluster_main	1250	chr8	64339600	1
Vbeta_cluster_main	1250	chr2	4437400	2.19626e-10
Vbeta_cluster_main	1250	chr17	37800400	1
Vbeta_cluster_main	1250	chr9	48444400	1
Vbeta_cluster_main	1250	chr5	27136800	1
Vbeta_cluster_main	1250	chr3	3982400	1
Vbeta_cluster_main	1250	chr17	65600600	0.321632
Vbeta_cluster_main	1250	chr5	68041200	1
Vbeta_cluster_main	1250	chr14	70492200	0.324586
Vbeta_cluster_main	1250	chr4	1454200	1
Vbeta_cluster_main	1250	chr11	64123400	1
Vbeta_cluster_main	1250	chr19	38532200	1
Vbeta_cluster_main	1250	chr9	108918200	2.35607e-12
Vbeta_cluster_main	1250	chr13	57344400	1
Vbeta_cluster_main	1250	chr17	48630400	1
Vbeta_cluster_main	1250	chr18	65213000	0.000865827
Vbeta_cluster_main	1250	chr12	55000800	0.894467
Vbeta_cluster_main	1250	chr2	157613200	0.0153523
Vbeta_cluster_main	1250	chr13	96945600	0.0107561
Vbeta_cluster_main	1250	chr8	56916600	1
Vbeta_cluster_main	1250	chr9	51664000	1
Vbeta_cluster_main	1250	chr19	58955000	0.676069
Vbeta_cluster_main	1250	chr5	124478800	0.764928
Vbeta_cluster_main	1250	chr13	87875400	1
Vbeta_cluster_main	1250	chr6	787200	1
Vbeta_cluster_main	1250	chr1	24440800	0.000874276
Vbeta_cluster_main	1250	chr19	29748000	0.404125
Vbeta_cluster_main	1250	chr10	42421600	0.541051
Vbeta_cluster_main	1250	chr7	141642200	1
Vbeta_cluster_main	1250	chr12	77846200	1
Vbeta_cluster_main	1250	chr8	11314800	0.885077
Vbeta_cluster_main	1250	chr12	32166400	1
Vbeta_cluster_main	1250	chr15	95925800	0.93088
Vbeta_cluster_main	1250	chr1	10754800	1
Vbeta_cluster_main	1250	chr1	72753000	1
Vbeta_cluster_main	1250	chr2	168812600	6.16904e-05
Vbeta_cluster_main	1250	chr11	81841400	1
Vbeta_cluster_main	1250	chr12	1106600	1
Vbeta_cluster_main	1250	chr13	103829400	0.374743
Vbeta_cluster_main	1250	chr12	46105400	1
Vbeta_cluster_main	1250	chr4	8122000	1
Vbeta_cluster_main	1250	chr9	29321800	1
Vbeta_cluster_main	1250	chr1	167473000	1
Vbeta_cluster_main	1250	chr10	34244800	0.0365855
Vbeta_cluster_main	1250	chr1	132327000	0.145367
Vbeta_cluster_main	1250	chr6	104737200	1
Vbeta_cluster_main	1250	chr11	108597000	1
Vbeta_cluster_main	1250	chr4	64883200	1
Vbeta_cluster_main	1250	chr6	127464400	0.321632
Vbeta_cluster_main	1250	chr15	93400200	0.340751
Vbeta_cluster_main	1250	chr14	37616000	1
Vbeta_cluster_main	1250	chr6	17657800	0.365055
Vbeta_cluster_main	1250	chr16	27051200	1
Vbeta_cluster_main	1250	chr3	108146000	0.0900558
Vbeta_cluster_main	1250	chr5	13022200	0.491219
Vbeta_cluster_main	1250	chr11	51629000	0.0010004
Vbeta_cluster_main	1250	chr19	49183200	1
Vbeta_cluster_main	1250	chr5	117398400	0.066012
Vbeta_cluster_main	1250	chr2	74226000	1
Vbeta_cluster_main	1250	chr14	23277200	1
Vbeta_cluster_main	1250	chr11	121085000	0.635034
Vbeta_cluster_main	1250	chr14	49096400	0.0218007
Vbeta_cluster_main	1250	chr17	20668800	1
Vbeta_cluster_main	1250	chr2	90187000	0.885077
Vbeta_cluster_main	1250	chr6	12847400	0.321632
Vbeta_cluster_main	1250	chr3	10753400	1
Vbeta_cluster_main	1250	chr1	58993800	0.166693
Vbeta_cluster_main	1250	chr9	56203000	2.10808e-06
Vbeta_cluster_main	1250	chr5	67945000	1
Vbeta_cluster_main	1250	chr18	38026000	1
Vbeta_cluster_main	1250	chr13	64983000	0.0723559
Vbeta_cluster_main	1250	chr5	52444600	0.094032
Vbeta_cluster_main	1250	chr4	139630400	1
Vbeta_cluster_main	1250	chr5	134551200	1
Vbeta_cluster_main	1250	chr8	117239400	0.829065
Vbeta_cluster_main	1250	chr13	26331200	1
Vbeta_cluster_main	1250	chr9	73189400	1
Vbeta_cluster_main	1250	chr5	129199200	1
Vbeta_cluster_main	1250	chr5	36655000	0.863282
Vbeta_cluster_main	1250	chr3	55458400	0.491219
Vbeta_cluster_main	1250	chr5	132123000	1
Vbeta_cluster_main	1250	chr8	32238600	1
Vbeta_cluster_main	1250	chr12	94767600	1
Vbeta_cluster_main	1250	chr7	124677800	1
Vbeta_cluster_main	1250	chr19	29051000	0.889778
Vbeta_cluster_main	1250	chr11	31154000	1
Vbeta_cluster_main	1250	chr17	77251200	1
Vbeta_cluster_main	1250	chr12	56467400	1
Vbeta_cluster_main	1250	chr8	24067800	1
Vbeta_cluster_main	1250	chr2	77538000	1
Vbeta_cluster_main	1250	chr18	59154800	0.773086
Vbeta_cluster_main	1250	chr10	121890800	1
Vbeta_cluster_main	1250	chr1	84265400	1
Vbeta_cluster_main	1250	chr18	66991000	0.0365855
Vbeta_cluster_main	1250	chr1	20496200	1
Vbeta_cluster_main	1250	chr4	89094800	0.321632
Vbeta_cluster_main	1250	chr7	9961400	1
Vbeta_cluster_main	1250	chr10	102628200	1
Vbeta_cluster_main	1250	chr1	60850400	0.463778
Vbeta_cluster_main	1250	chr2	115247400	1
Vbeta_cluster_main	1250	chr1	75112600	0.829065
Vbeta_cluster_main	1250	chr11	54847400	1
Vbeta_cluster_main	1250	chr5	74300000	0.0038165
Vbeta_cluster_main	1250	chr7	57046800	1
Vbeta_cluster_main	1250	chr1	56554000	1
Vbeta_cluster_main	1250	chr16	11459400	0.703675
Vbeta_cluster_main	1250	chr1	22241600	1
Vbeta_cluster_main	1250	chr10	66447800	1
Vbeta_cluster_main	1250	chr5	61970800	1
Vbeta_cluster_main	1250	chr12	51959600	5.044e-05
Vbeta_cluster_main	1250	chr15	55088600	1
Vbeta_cluster_main	1250	chr5	39637600	1
Vbeta_cluster_main	1250	chr4	142346000	1
Vbeta_cluster_main	1250	chr11	58799000	5.08863e-06
Vbeta_cluster_main	1250	chr4	116051400	0.783987
Vbeta_cluster_main	1250	chr17	31146800	0.931342
Vbeta_cluster_main	1250	chr1	96404400	1
Vbeta_cluster_main	1250	chr11	56098200	1
Vbeta_cluster_main	1250	chr2	109419800	1
NEGCTL_inter_cluster_silent	869	chr12	78279200	3.1472e-33
NEGCTL_inter_cluster_silent	869	chr15	45607600	1
NEGCTL_inter_cluster_silent	869	chr11	25103400	1
NEGCTL_inter_cluster_silent	869	chr19	5763400	1
NEGCTL_inter_cluster_silent	869	chr13	86173000	1
NEGCTL_inter_cluster_silent	869	chr2	152838600	1
NEGCTL_inter_cluster_silent	869	chr17	61165000	1
NEGCTL_inter_cluster_silent	869	chr15	56929200	1
NEGCTL_inter_cluster_silent	869	chr4	69122600	1
NEGCTL_inter_cluster_silent	869	chr8	114676800	0.145942
NEGCTL_inter_cluster_silent	869	chr15	7293000	1
NEGCTL_inter_cluster_silent	869	chr9	20674800	1
NEGCTL_inter_cluster_silent	869	chr6	113193200	1
NEGCTL_inter_cluster_silent	869	chr18	40409400	1
NEGCTL_inter_cluster_silent	869	chr12	106844400	1
NEGCTL_inter_cluster_silent	869	chr3	58122400	1
NEGCTL_inter_cluster_silent	869	chr1	91516000	1
NEGCTL_inter_cluster_silent	869	chr3	109394800	0.149514
NEGCTL_inter_cluster_silent	869	chr13	44098200	1
NEGCTL_inter_cluster_silent	869	chr5	146615600	0.673221
NEGCTL_inter_cluster_silent	869	chr6	11651400	1
NEGCTL_inter_cluster_silent	869	chr3	75302000	1
NEGCTL_inter_cluster_silent	869	chr2	124823600	1
NEGCTL_inter_cluster_silent	869	chr4	74365000	0.744198
NEGCTL_inter_cluster_silent	869	chr9	116404200	1
NEGCTL_inter_cluster_silent	869	chr15	45564800	1
NEGCTL_inter_cluster_silent	869	chr11	12015200	1
NEGCTL_inter_cluster_silent	869	chr15	32376200	1
NEGCTL_inter_cluster_silent	869	chr12	100494400	0.0248083
NEGCTL_inter_cluster_silent	869	chr5	59197000	1
NEGCTL_inter_cluster_silent	869	chr11	77239600	6.32258e-07
NEGCTL_inter_cluster_silent	869	chr3	22820000	1
NEGCTL_inter_cluster_silent	869	chr1	155672200	0.9304
NEGCTL_inter_cluster_silent	869	chr9	97361200	1
NEGCTL_inter_cluster_silent	869	chr11	34010200	1
NEGCTL_inter_cluster_silent	869	chr7	113267000	0.000406778
NEGCTL_inter_cluster_silent	869	chr8	5048800	1
NEGCTL_inter_cluster_silent	869	chr2	25817200	0.673221
NEGCTL_inter_cluster_silent	869	chr9	81246400	1
NEGCTL_inter_cluster_silent	869	chr8	60855800	0.00313727
NEGCTL_inter_cluster_silent	869	chr13	68990600	1
NEGCTL_inter_cluster_silent	869	chr8	82143600	1
NEGCTL_inter_cluster_silent	869	chr8	102607000	1
NEGCTL_inter_cluster_silent	869	chr1	59415400	0.931356
NEGCTL_inter_cluster_silent	869	chr7	142719600	1
NEGCTL_inter_cluster_silent	869	chr7	31598800	1
NEGCTL_inter_cluster_silent	869	chr15	4255600	1
NEGCTL_inter_cluster_silent	869	chr1	46048600	1
NEGCTL_inter_cluster_silent	869	chr4	143078400	1
NEGCTL_inter_cluster_silent	869	chr9	36877400	1
NEGCTL_inter_cluster_silent	869	chr8	65134200	1
NEGCTL_inter_cluster_silent	869	chr9	97161000	1
NEGCTL_inter_cluster_silent	869	chr7	60739800	1
NEGCTL_inter_cluster_silent	869	chr3	130246800	1
NEGCTL_inter_cluster_silent	869	chr1	21064800	1
NEGCTL_inter_cluster_silent	869	chr13	11041400	1
NEGCTL_inter_cluster_silent	869	chr7	103980000	1
NEGCTL_inter_cluster_silent	869	chr10	21143800	3.32785e-12
NEGCTL_inter_cluster_silent	869	chr2	90601000	0.674275
NEGCTL_inter_cluster_silent	869	chr7	100901600	1
NEGCTL_inter_cluster_silent	869	chr6	35939800	1
NEGCTL_inter_cluster_silent	869	chr9	37564000	1
NEGCTL_inter_cluster_silent	869	chr6	143070200	1
NEGCTL_inter_cluster_silent	869	chr2	16587800	0.118671
NEGCTL_inter_cluster_silent	869	chr18	33142600	0.244004
NEGCTL_inter_cluster_silent	869	chr11	110155400	1
NEGCTL_inter_cluster_silent	869	chr4	119195200	0.529921
NEGCTL_inter_cluster_silent	869	chr11	96000400	0.00164192
NEGCTL_inter_cluster_silent	869	chr4	69993000	1
NEGCTL_inter_cluster_silent	869	chr2	81228600	1
NEGCTL_inter_cluster_silent	869	chr7	130584000	1
NEGCTL_inter_cluster_silent	869	chr3	115201400	1
NEGCTL_inter_cluster_silent	869	chr14	38464400	1
NEGCTL_inter_cluster_silent	869	chr3	74417800	1
NEGCTL_inter_cluster_silent	869	chr13	102666400	0.40729
NEGCTL_inter_cluster_silent	869	chr11	81007000	1
NEGCTL_inter_cluster_silent	869	chr9	53603400	0.00437387
NEGCTL_inter_cluster_silent	869	chr14	12309000	1
NEGCTL_inter_cluster_silent	869	chr2	118169400	1
NEGCTL_inter_cluster_silent	869	chr7	114288200	0.121471
NEGCTL_inter_cluster_silent	869	chr10	5950000	1
NEGCTL_inter_cluster_silent	869	chr5	100094000	1
NEGCTL_inter_cluster_silent	869	chr2	26376600	1
NEGCTL_inter_cluster_silent	869	chr14	98775800	1
NEGCTL_inter_cluster_silent	869	chr17	16651200	1
NEGCTL_inter_cluster_silent	869	chr14	56138600	1
NEGCTL_inter_cluster_silent	869	chr14	43686200	0.376436
NEGCTL_inter_cluster_silent	869	chr1	29609000	1
NEGCTL_inter_cluster_silent	869	chr10	124850000	1
NEGCTL_inter_cluster_silent	869	chr12	7820600	1
NEGCTL_inter_cluster_silent	869	chr10	11223600	1.07229e-12
NEGCTL_inter_cluster_silent	869	chr10	57982200	1
NEGCTL_inter_cluster_silent	869	chr14	116330600	1
NEGCTL_inter_cluster_silent	869	chr10	105299000	0.501893
NEGCTL_inter_cluster_silent	869	chr5	40982600	1
NEGCTL_inter_cluster_silent	869	chr8	109812800	0.673221
NEGCTL_inter_cluster_silent	869	chr1	85685000	0.931455
NEGCTL_inter_cluster_silent	869	chr15	1098200	1
NEGCTL_inter_cluster_silent	869	chr2	163067000	1
NEGCTL_inter_cluster_silent	869	chr8	41236000	0.0144833
NEGCTL_inter_cluster_silent	869	chr11	13578000	1
NEGCTL_inter_cluster_silent	869	chr4	38659600	1
NEGCTL_inter_cluster_silent	869	chr13	78818600	1
NEGCTL_inter_cluster_silent	869	chr13	38775800	1
NEGCTL_inter_cluster_silent	869	chr17	10165000	0.00297025
NEGCTL_inter_cluster_silent	869	chr4	37473800	1
NEGCTL_inter_cluster_silent	869	chr8	5301600	1
NEGCTL_inter_cluster_silent	869	chr6	46796000	1
NEGCTL_inter_cluster_silent	869	chr12	99343800	0.916849
NEGCTL_inter_cluster_silent	869	chr5	30660800	0.673221
NEGCTL_inter_cluster_silent	869	chr5	143844800	0.673221
NEGCTL_inter_cluster_silent	869	chr10	117777200	0.263294
NEGCTL_inter_cluster_silent	869	chr17	24623000	0.851973
NEGCTL_inter_cluster_silent	869	chr3	84956200	0.919798
NEGCTL_inter_cluster_silent	869	chr7	7110400	2.50672e-18
NEGCTL_inter_cluster_silent	869	chr19	9346800	1
NEGCTL_inter_cluster_silent	869	chr13	106935200	0.744198
NEGCTL_inter_cluster_silent	869	chr16	21887800	0.468494
NEGCTL_inter_cluster_silent	869	chr8	115147200	0.00832926
NEGCTL_inter_cluster_silent	869	chr5	3666000	0.0199671
NEGCTL_inter_cluster_silent	869	chr9	95498000	1
NEGCTL_inter_cluster_silent	869	chr6	132325600	0.247934
NEGCTL_inter_cluster_silent	869	chr13	11862200	1
NEGCTL_inter_cluster_silent	869	chr4	1505800	1
NEGCTL_inter_cluster_silent	869	chr4	146015800	0.173971
NEGCTL_inter_cluster_silent	869	chr2	12897200	0.0117343
NEGCTL_inter_cluster_silent	869	chr2	151246800	1
NEGCTL_inter_cluster_silent	869	chr3	59155200	0.121071
NEGCTL_inter_cluster_silent	869	chr16	58595600	0.565053
NEGCTL_inter_cluster_silent	869	chr3	45258000	1
NEGCTL_inter_cluster_silent	869	chr12	37409800	1
NEGCTL_inter_cluster_silent	869	chr18	44881400	1
NEGCTL_inter_cluster_silent	869	chr2	90937200	0.89525
NEGCTL_inter_cluster_silent	869	chr1	34397800	0.344257
NEGCTL_inter_cluster_silent	869	chr2	41733400	1
NEGCTL_inter_cluster_silent	869	chr11	117779200	0.0240939
NEGCTL_inter_cluster_silent	869	chr10	16376000	1
NEGCTL_inter_cluster_silent	869	chr11	92957400	1
NEGCTL_inter_cluster_silent	869	chr3	92839400	1
NEGCTL_inter_cluster_silent	869	chr12	3149000	1
NEGCTL_inter_cluster_silent	869	chr13	85896200	0.0818317
NEGCTL_inter_cluster_silent	869	chr2	78791600	0.263294
NEGCTL_inter_cluster_silent	869	chr17	12344800	1
NEGCTL_inter_cluster_silent	869	chr6	144891600	0.792823
NEGCTL_inter_cluster_silent	869	chr10	39761400	0.0104045
NEGCTL_inter_cluster_silent	869	chr9	39383000	1
NEGCTL_inter_cluster_silent	869	chr5	144858000	0.565053
NEGCTL_inter_cluster_silent	869	chr17	47583400	0.641921
NEGCTL_inter_cluster_silent	869	chr8	3330800	1
NEGCTL_inter_cluster_silent	869	chr9	104678200	1
NEGCTL_inter_cluster_silent	869	chr2	19621600	1
NEGCTL_inter_cluster_silent	869	chr7	1639800	1
NEGCTL_inter_cluster_silent	869	chr14	120452600	1
NEGCTL_inter_cluster_silent	869	chr17	69888000	1
NEGCTL_inter_cluster_silent	869	chr10	104674000	1
NEGCTL_inter_cluster_silent	869	chr12	101069600	1
NEGCTL_inter_cluster_silent	869	chr2	3305800	0.000640346
NEGCTL_inter_cluster_silent	869	chr15	26122000	1
NEGCTL_inter_cluster_silent	869	chr4	124580200	0.376436
NEGCTL_inter_cluster_silent	869	chr8	98689200	1
NEGCTL_inter_cluster_silent	869	chr16	59320000	1
NEGCTL_inter_cluster_silent	869	chr14	36120200	1
NEGCTL_inter_cluster_silent	869	chr6	61815600	1
NEGCTL_inter_cluster_silent	869	chr7	16901800	0.247934
NEGCTL_inter_cluster_silent	869	chr16	64151200	1
NEGCTL_inter_cluster_silent	869	chr7	77283600	1
NEGCTL_inter_cluster_silent	869	chr4	39006800	1
NEGCTL_inter_cluster_silent	869	chr13	101161400	1
NEGCTL_inter_cluster_silent	869	chr2	148281800	1
NEGCTL_inter_cluster_silent	869	chr1	93182600	0.103561
NEGCTL_inter_cluster_silent	869	chr2	107988000	1
NEGCTL_inter_cluster_silent	869	chr15	32967000	0.496003
NEGCTL_inter_cluster_silent	869	chr2	56540000	1
NEGCTL_inter_cluster_silent	869	chr17	56410400	0.247934
NEGCTL_inter_cluster_silent	869	chr5	25070400	0.885995
NEGCTL_inter_cluster_silent	869	chr3	73153200	1
NEGCTL_inter_cluster_silent	869	chr1	23048200	1
NEGCTL_inter_cluster_silent	869	chr1	38067600	0.000542877
NEGCTL_inter_cluster_silent	869	chr1	34588600	1
NEGCTL_inter_cluster_silent	869	chr14	64034800	0.913105
NEGCTL_inter_cluster_silent	869	chr6	101521600	1
NEGCTL_inter_cluster_silent	869	chr5	149096200	0.0134343
NEGCTL_inter_cluster_silent	869	chr16	49315000	1
NEGCTL_inter_cluster_silent	869	chr15	55868400	0.851973
NEGCTL_inter_cluster_silent	869	chr3	7553600	1
